"MCC\p2.omega{rad/s}","MCC\p2.T{N.m}"
63.9315932024031,104.040167058875
65.991701045325,62.8515955342006
67.0157649839778,20.6954029133463
66.9976572445114,-21.0107819218954
66.1130046722919,-57.0450082803588
64.4495909338627,-90.7102819277256
62.0696929508128,-121.185782977698
59.0527440039932,-147.758144961033
55.4927604853729,-169.836031718737
51.4954504782485,-186.961340465878
47.175145914343,-198.816959611004
42.6516135423582,-205.230882280806
38.046817719944,-206.176622899571
33.4817040866646,-201.769944103456
29.0730914775917,-192.262054029968
24.9307545023943,-178.029525681717
21.154769211767,-159.561280375551
17.8331802313131,-137.443036092244
15.040038125346,-112.339676507711
12.8338472585818,-84.9760390972867
11.2564547023153,-56.1166540683129
10.3323984229934,-26.5449829726409
10.0687197052252,2.95729391107665
10.455208977747,31.6304630968414
11.3371692522951,56.1323227881564
12.6941750388377,78.8955212562767
14.4868014147659,99.4836089990999
16.6674068271195,117.515752651885
19.1812969040656,132.673620084081
21.9680857977164,144.706379087847
24.9630745842968,153.434526969548
28.0987189216152,158.751847527685
31.3060854354779,160.626079755701
34.5163368926062,159.097775577851
37.6621654781286,154.277865046517
40.6791774877304,146.343609863981
43.5071703318949,135.533422126565
46.0912987675074,122.140386502966
48.3830952898118,106.504910374086
50.3413387559799,89.0064527405664
51.9327490564037,70.0547120153448
53.1325012443524,50.0803102903624
53.9245492737608,29.5253159012541
54.3017583331716,8.83369525463921
54.2658475580835,-11.5580101926198
53.8271483825175,-31.2296702985786
53.0041888926206,-49.7859714365249
51.8231154030663,-66.8641314495946
50.3169686352332,-82.140734894194
48.5248313828367,-95.3376012149346
46.4908702184899,-106.226556313913
44.2632921793497,-114.633056462322
41.8932417935321,-120.438596626279
39.4336614679473,-123.581895962568
36.9381412674826,-124.05885213298
34.4597812188279,-121.921303187811
32.0500907697833,-117.274643339032
29.757946631779,-110.27437472264
27.6286303330209,-101.121687830141
25.7029630371671,-90.0581888815797
24.0165541454558,-77.3599020129852
22.5991762132243,-63.3306903743399
21.4742768356072,-48.2952462386783
20.6586341296345,-32.5918076993814
20.1621600580626,-16.5647603794619
19.9878519797936,-0.557282012557383
20.1318755329735,15.0958535066061
20.5838505148561,30.0749867102761
21.327170648936,44.0820300362682
22.3395185309879,56.8461253499086
23.5934432276697,68.1287823736635
25.0570802186145,77.7280315175804
26.694908014314,85.4818823055384
28.4685886837774,91.270712179878
30.3378232937362,95.0188565509963
32.2612482715071,96.6951173907537
34.1973204901699,96.312440201562
36.1051974706983,93.9265731356124
37.9455732362065,89.633946219731
39.6814686066598,83.5686721207408
41.2789491865847,75.8988936405943
42.7077668703779,66.8224474157561
43.9419068457728,56.5620547214674
44.9600352273661,45.3600608686901
45.7458369139892,33.472920291157
46.2882411846418,21.165484304904
46.5815317470298,8.70527061430067
46.6253423049836,-3.64321088323108
46.4245513824424,-15.6239543961126
45.9890226416852,-26.9945280109521
45.3333203624092,-37.5309387067
44.4762782215384,-47.0318254002909
43.4405225168801,-55.322231704994
42.2518907110932,-62.2565796019835
40.9388255762047,-67.7210980758441
39.5317103925436,-71.6354062978037
38.0621971778555,-73.9534782855321
36.5625093272121,-74.663764940898
35.0647577615868,-73.7886799941252
33.6002666322119,-71.3833058304146
32.1989378626428,-67.5335133329706
30.8886559686094,-62.3534209267089
29.6947526413943,-55.9823733673427
28.6395344574644,-48.5814183405831
27.7418865145994,-40.3294480284803
27.016955610075,-31.4190238238426
26.4759199306971,-22.052038595939
26.1258468277377,-12.4352611357713
25.9696402241004,-2.7759012341802
26.0060763828088,6.72274761272777
26.2299251621232,15.8654690538843
26.632152546326,24.4690302342448
27.2001979193011,32.3657375138909
27.9183190582498,39.4065917657234
28.7679954808457,45.4639728272638
29.7283809115183,50.4338188669777
30.7767936817059,54.2372578035639
31.8892344641031,56.8216765401337
33.0409193525702,58.16121288652
34.2068172440987,58.2566778230914
35.3621797306162,57.1349193231522
36.4830529685183,54.8476568325793
37.5467608702862,51.4698209106974
38.5323504768695,47.097445958623
39.4209907845226,41.8451692695626
40.1963179938918,35.8433988453967
40.8447209823423,29.2352162954671
41.3555625881556,22.1730863075741
41.7213334039124,14.8154457693796
41.9377365569851,7.32324697682423
42.0037031877564,-0.143471723859101
41.9213400051528,-7.42891662031078
41.6958115111522,-14.3847031778423
41.3351609444971,-20.8727920464832
40.850075057321,-26.7681402852512
40.2535990015438,-31.9610189463807
39.5608084136922,-36.3589561408387
38.7884465913317,-39.8882736520895
37.9545351426823,-42.4951942613117
37.0779669011734,-44.146506622474
36.1780900243454,-44.829783949333
35.2742922067363,-44.5531623475128
34.3855937007852,-43.3446935835903
33.5302574746937,-41.2512957708762
32.7254242674059,-38.3373332222026
31.9867796127096,-34.6828638572232
31.3282590605208,-30.381598540098
30.7617968870666,-25.5386218020829
30.29712254592,-20.2679271894556
29.9416080180746,-14.6898231816693
29.7001680764399,-8.92826698935415
29.5752143277481,-3.10818376537805
29.566662746671,2.64717230232204
29.671993304489,8.21876070340656
29.8863592351421,13.4941501106245
30.2027424993619,18.3697199095894
30.6121511194926,22.7526261498259
31.1038532810789,26.5624961973969
31.665642445655,29.7328228926274
32.2841272029766,32.2120359764627
32.9450392184231,33.9642358327335
33.633552406138,34.9695820056562
34.3346063829058,35.2243363630916
35.0332273288849,34.7405680074794
35.7148395952785,33.5455339599803
36.3655617470059,31.6807561057033
36.972481201026,29.2008207768738
37.523902204452,26.1719325463355
38.0095625770406,22.6702582210964
38.4208154027629,18.7801005839886
38.7507726779071,14.5919440811914
38.9944087892008,10.20041635617
39.1486225862072,5.70221027568098
39.2122577080026,1.19401088531586
39.1860817064518,-3.22952940131741
39.0727253587182,-7.47772609023106
38.8765843632219,-11.4656699142467
38.6036863501746,-15.1158712747537
38.2615267963588,-18.3597111530086
37.8588780018166,-21.1386725903707
37.4055757539394,-23.4053320332633
36.9122886644799,-25.1240953481704
36.3902754123359,-26.2716690120229
35.8511352568946,-26.8372627500009
35.3065572032891,-26.8225256038819
34.7680731043577,-26.2412229511313
34.2468197791117,-25.1186672461693
33.7533149208727,-23.4909201171687
33.2972511687575,-21.4037878316639
32.887312234346,-18.9116359615049
32.5310144231988,-16.0760522654879
32.2345762815778,-12.9643893140518
32.0028184463456,-9.64822016817201
31.8390950952608,-6.20174147313371
31.745257700635,-2.7001586324806
31.7216510964546,0.781912701081433
31.7671411920518,4.17199571666246
31.8791730180641,7.40122081947004
32.0538571856092,10.4056844061056
32.2860822890103,13.1276721237829
32.569650296306,15.5167241356113
32.8974315588559,17.5305237443705
33.2615357385592,19.1355948592118
33.6534947036539,20.3077981299513
34.0644532849591,21.032620026308
34.4853637150532,21.3052536087472
34.9071795926133,21.1304741295022
35.3210453204947,20.5223168266965
35.718477154875,19.5035682466613
36.0915322680529,18.1050860722133
36.4329625619546,16.3649656791614
36.7363503644452,14.3275744309256
36.9962235864945,12.0424770040996
37.2081484045836,9.56327677994332
37.3687980483357,6.94639951421111
37.4759968067425,4.24984609884687
37.5287389059404,1.53194125466761
37.5195207392352,-1.7385216401642
37.4316830175455,-4.85447736217393
37.2701957742974,-7.72295192446205
37.0421890104185,-10.2613365838644
36.7566679411465,-12.3996741739565
36.4241792336533,-14.082484074271
36.0564387058166,-15.2700850699557
35.6659322957657,-15.93938889423
35.2655038401071,-16.0841528631641
34.8679435085509,-15.7146980805308
34.485589850309,-14.8571176991887
34.1299572569893,-13.5520152318613
33.8113995922467,-11.8528257126174
33.5388195155856,-9.82378352551149
33.3194313910881,-7.5376101188883
33.1585836979407,-5.07300188380098
33.0596447681462,-2.51200253561678
33.0239535979156,0.0626546110332083
33.0508354326961,2.57015069154075
33.1376798235809,4.9340518990326
33.2800769547103,7.08457322308873
33.472006327942,8.96057040774358
33.7060704230031,10.5112055802999
33.9737647611168,11.697243771106
34.2657749081083,12.4919502809828
34.5722903775519,12.8815721538583
34.8833251485388,12.8654004723148
35.1890345968653,12.455423388899
35.480019040112,11.6755923176493
35.7476047931233,10.5607351599658
35.9840945903676,9.1551605031901
36.1829804187111,7.51100513948038
36.3391131752032,5.68638379129855
36.4488250714668,3.74340444397607
36.5100022980025,1.74611509013667
36.5221070859453,-0.241552029426505
36.4861499089819,-2.15777439597201
36.4046141047156,-3.94471085104094
36.281336616713,-5.55019589419491
36.121349824541,-6.9292087284795
35.9306905041541,-8.04507753465314
35.7161828168483,-8.87038884504714
35.4852028411353,-9.38758195315936
35.2454325258585,-9.58921870228154
35.0046110504193,-9.47792941088802
34.770291433006,-9.06604578860083
34.5496098418885,-8.374941167853
34.3490744570374,-7.43410694468469
34.1743799248142,-6.28000154532091
34.0302524779551,-4.9547143138113
33.9203296915559,-3.50449129821018
33.8470776513728,-1.97817289772836
33.8117470634309,-0.425594672941588
33.8143685741348,1.1039976797952
33.8537863375218,2.563470074275
33.9277276987165,3.90921275195768
34.0329057946749,5.10240292295825
34.1651509354886,6.11008213233883
34.3195658474731,6.90601993754862
34.490699253011,7.47134296255511
34.6727318456253,7.79491631624432
34.8596684996562,7.87347246703764
35.0455305334834,7.71149069403664
35.2245420184646,7.32083793871031
35.391304481784,6.72018902870335
35.5409548739087,5.93425062921745
35.6693023393155,4.99281871977761
35.7729401175757,3.9297037516659
35.8493297827562,2.78156080845668
35.8968559722481,1.58666400366296
35.9148507303695,0.383664981313536
35.9035875660728,-0.789625246197742
35.8642462674095,-1.89739372794065
35.7988503994608,-2.90688783237228
35.710180211292,-3.7893518415017
35.6016643685826,-4.52081217802593
35.4772544933927,-5.08269101821866
35.3412869169607,-5.46223397753488
35.1983363262229,-5.65274376929454
35.0530661055296,-5.65361802741651
34.9100801424062,-5.47019565328874
34.7737806855271,-5.11342190519489
34.6482365241593,-4.59934782205173
34.5370653150864,-3.94848430740733
34.4433333327846,-3.18503516489531
34.3694752816256,-2.3360364705222
34.3172361074713,-1.43043181826778
34.2876360039392,-0.498114142990198
34.2809590501946,0.431035000092545
34.2967651665112,1.32807861442307
34.3339243542729,2.16590152643106
34.3906715201637,2.92000591163811
34.4646795893554,3.56920254326003
34.5531481060991,4.09617911946512
34.6529041155814,4.48793139308881
34.760511827961,4.73604751764308
34.8723873901638,4.83684088025272
34.984915035424,4.79133155925455
35.0945609430665,4.60508126926973
35.1979813163432,4.28789109601194
35.2921214655793,3.85337534631707
35.3743030557963,3.31842833196815
35.442297128109,2.70260377471804
35.4943810162694,2.02742869252531
35.5293778360129,1.31567505524462
35.5466778067004,0.590613158297507
35.5462412532716,-0.124729443703004
35.5285837131272,-0.808280449762262
35.4947441195899,-1.43958532081304
35.4462375347821,-2.00040050173935
35.3849943457636,-2.47520078546335
35.3132882064973,-2.85158739858595
35.2336552952061,-3.12058686930114
35.1488076552761,-3.27683443152774
35.0615434943621,-3.31863950304307
34.9746573300288,-3.24793452909099
34.8908527933254,-3.07011209005872
34.8126607391009,-2.79375852383393
34.7423650711281,-2.43029531286756
34.681938380955,-1.99354204905471
34.6329891334227,-1.4992168485814
34.5967217220351,-0.964391593808416
34.5739102778677,-0.406920298740972
34.5648866610358,0.155140783493592
34.5695426085368,0.704102961612775
34.5873455707789,1.22318730055041
34.6173673547065,1.69702305225568
34.6583243163145,2.11208799032073
34.7086275201172,2.45707853634161
34.7664410165481,2.7232001019686
34.8297461869839,2.90437083404543
34.8964099745549,2.99733484830751
34.9642547592474,3.00168397546207
35.0311276478708,2.9197899291735
35.0949670308228,2.75665154986574
35.1538644037621,2.51966429959473
35.206119656866,2.21832140908156
35.2502882892869,1.86385794715936
35.2852193023218,1.46885054707271
35.3100828512801,1.04678654899741
35.3243870820085,0.611616884231022
35.3279839321444,0.177307129041142
35.3176548691615,-0.346204780720425
35.2918515609085,-0.822188334636479
35.2523888165047,-1.22898216605836
35.2016870850714,-1.54910410316763
35.1426298934726,-1.76992512898743
35.084968055299,-1.87761543029682
35.0255500421578,-1.89736599255336
34.9667972153098,-1.83119463566661
34.9110274272356,-1.68447432918018
34.8603659894796,-1.46561852536244
34.8166669299957,-1.18564720218717
34.7814477044771,-0.85766049881544
34.7558396194566,-0.496249683223553
34.7405552498746,-0.116870355790924
34.7358734531455,0.264799191851662
34.7416420511174,0.633489603821261
34.7572976161906,0.974936123169991
34.781901057782,1.27641464128759
34.8141870403694,1.52719877871003
34.8526247843459,1.7189229026877
34.8954874737651,1.84583984963195
34.9409272588484,1.90496625898521
34.9870526959364,1.8961131245965
35.0320054527824,1.8218040224253
35.0740332394492,1.68708796075557
35.1115561835228,1.49925771166472
35.143224222286,1.2674878240331
35.167963515453,1.00240925920761
35.1850103788065,0.715639608658605
35.1939317842008,0.41928903416911
35.1946320391624,0.125462384787744
35.1873458228114,-0.154222569896526
35.1726182914854,-0.409082130543387
35.1512734585785,-0.629762197617085
35.1243724815655,-0.808568232521756
35.0931638393773,-0.939718605611053
35.0590276430262,-1.01951369187155
35.0234164841369,-1.04641667393823
34.987795286898,-1.02104565536531
34.9535825898973,-0.946080230100804
34.9220955499862,-0.826088959649043
34.894500738967,-0.667287152798798
34.8717725070899,-0.4772368178068
34.8546603293884,-0.264502580003203
34.8436661480171,-0.0382786703149752
34.839032293443,0.191997240426512
34.8407401275476,0.4170275665233
34.8509283383646,0.670533296784169
34.8691099331209,0.88939989022378
34.8939133497664,1.06218351209171
34.9236337503144,1.18058983932007
34.9563473234535,1.23982240858491
34.9866754596644,1.24149003108211
35.0163223828793,1.1958411908949
35.0439059749421,1.1066878099039
35.0681902116542,0.979779889476408
35.0881386647542,0.822455339414093
35.1029566299688,0.643233211238752
35.1121203223124,0.451372272521332
35.1153922637557,0.256409713287297
35.1128226145858,0.0676989595598294
35.103280349653,-0.127468098098442
35.0875282491504,-0.292379532269097
35.0667664883884,-0.418235212342542
35.0424511062202,-0.498950495731106
35.0161951420701,-0.531415436583007
34.9896653546667,-0.515564611123272
34.9644797350404,-0.454261610368416
34.9421113643785,-0.353011227632687
34.9238045521201,-0.219522215972465
34.9105083374395,-0.0631529296700685
34.9028307351545,0.105721145470364
34.9010154510782,0.27637606995916
34.9049414703334,0.438402607158468
34.9141447031925,0.582324320561354
34.9278595969324,0.70013503902523
34.9450774156457,0.785726106428369
34.9646169597189,0.835181714051494
34.9852029265323,0.846929656104193
35.0055468732228,0.821744181920796
35.0244257901571,0.76260663503775
35.040753621722,0.674437881394545
35.0536416723413,0.563723748709483
35.0624446712925,0.43806039163174
35.0667902718874,0.305650308311545
35.06659085361,0.174781496560834
35.0620376103896,0.0533219598172497
35.0535779801185,-0.0517404262345236
35.0418784383983,-0.134686595888743
35.0277754875567,-0.191362786092326
35.0122182760373,-0.219370507169311
34.9962066546394,-0.218142682012323
34.9807286021494,-0.188905828946257
34.9667008361143,-0.13453507023965
34.9549160813535,-0.0593149730177469
34.9459999286933,0.0313755773986558
34.940379519776,0.131432385478
34.9382654891127,0.234424354414248
34.9396477349409,0.333995999568064
34.9443047301317,0.424249518449973
34.9518252754641,0.500084075136216
34.9616408870117,0.557473429464418
34.973066436361,0.593667520362899
34.9853462562136,0.607308787145736
34.9977027026597,0.598459541497093
35.009384135145,0.568542237191305
35.0197094301935,0.520199688894924
35.0281064686022,0.457086863426194
35.0341425018399,0.383609554517798
35.0375448779141,0.304627866841831
35.0382112509422,0.225143860671179
35.0362090703068,0.149992905568866
35.0317648028214,0.0835572964080349
35.0252439454923,0.029518605096646
35.0171234027429,-0.00933775462782535
35.0079582025428,-0.0312559664443202
34.9983447910557,-0.0355756134293054
34.9888832644526,-0.0227285216174348
34.9801408679763,0.0058304460729296
34.9726189237426,0.0477518497490103
34.9667250558514,0.09996926837998
34.9627521868007,0.158913335462236
34.9608653108693,0.220747811026802
34.9610965393299,0.281612519040959
34.9633483916985,0.33785816117826
34.967404808655,0.386259100800627
34.9729489151126,0.424192093701963
34.9795861912381,0.449771479119922
34.9868714344784,0.461934356245575
34.9943377296872,0.460472556772728
35.0015255930487,0.446011573106229
35.0080105172521,0.419939809273263
35.0134273120822,0.384294398612517
35.0174898920318,0.3416122176673
35.0200054915178,0.294756494239185
35.0208826660684,0.246730476428938
35.0201328396096,0.200489961516551
35.0169083234459,0.147415666484287
35.0115767520514,0.10698052934795
35.0047897014841,0.0826560470170746
34.9973130524659,0.0760927275777832
34.9906533586283,0.0852082435620732
34.9846276332212,0.107127069965157
34.9797049883175,0.139445823591182
34.9762420016566,0.179009282893172
34.9744581963103,0.222206971197082
34.9744238482811,0.265294736937214
34.9760610106163,0.304711280341829
34.9791569708739,0.337363820808804
34.983388172983,0.360861881182023
34.9883520663999,0.373682733780149
34.993603998445,0.375257658309659
34.9986959541843,0.365975135497867
35.0032138293463,0.347104479610515
35.0068101610731,0.320650044014266
35.0092298034255,0.289151378226453
35.0103267723195,0.255448364664681
35.0100712909562,0.222432334052168
35.0085469000122,0.192804375903343
35.0059383187111,0.168860527610664
35.002511485512,0.152320405473325
34.998587795974,0.144211466411197
34.9945149414467,0.144815905631996
34.9906369183433,0.153681686051163
34.9872657264273,0.169693826543909
34.9846570201396,0.191197273252341
34.9829915468014,0.216158807373639
34.9823636418019,0.242352786153486
34.9827774073509,0.267554240928847
34.9841505361776,0.289723009003019
34.9863251108236,0.307164073238885
34.9890841629701,0.318651936581847
34.9921723565576,0.323510396130869
34.9953188924685,0.321643170875189
34.9982606363526,0.31351511518443
35.0007635449475,0.30008785305512
35.0026406959334,0.282717263882233
35.0037655857032,0.263023065046619
35.0040798126981,0.242742573356079
35.0035947693714,0.223581479547032
35.0023874791478,0.207074125268786
35.000591193092,0.1944644092396
34.9983817663888,0.186616228361356
34.9959611369769,0.183959504013483
34.9935394075258,0.186474619189937
34.9913170782874,0.193714782488278
34.9894688944696,0.204862718044775
34.9881305706185,0.21881540543327
34.9873893581104,0.234288561361207
34.9872790591863,0.249931304257229
34.9877796950728,0.26444104101731
34.9892781361081,0.280110899137004
34.9914634213799,0.289677477193351
34.9939726615955,0.292115173147255
34.9964183230971,0.287507942673195
34.9984471294855,0.276963658997833
34.9997886115614,0.262387856654776
35.0002840896213,0.24615528602153
34.9999147600065,0.230756709105897
34.9987852742118,0.218427869328307
34.9971161554975,0.210776829375821
34.9950571463296,0.208640996021509
34.9932440213044,0.21198926800064
34.9917189171085,0.219599972973722
34.9906709599176,0.230206705407238
34.9902147638912,0.242201389866237
34.9903352714525,0.252760300923654
34.9909191796369,0.261910534390378
34.991767298595,0.26815633554065
34.9928291590023,0.272032860287307
34.9939991902654,0.273303229020876
34.9951678291304,0.271976471613821
34.9962301501581,0.268292731215545
34.9970961240564,0.262692931429861
34.9976965551426,0.255779085284291
34.9979905667301,0.248233295771415
34.9979672921064,0.240766233555811
34.9976451791185,0.234033135939329
34.997068044191,0.228601031194652
34.996299275501,0.224882870131848
34.9954166156479,0.223132305325494
34.9945032394446,0.223405542612258
34.9936427215947,0.225586660492928
34.99290823176,0.229385464438048
34.9923603857497,0.23438855195945
34.9920375299544,0.240090187613808
34.9919590264014,0.245948960292734
34.9921182723863,0.251438193002623
34.9924914067272,0.256083039124585
34.993033059284,0.259518429587164
34.9936887670478,0.261486892195835
34.9943929355495,0.261897276382054
34.9950821227729,0.260771801292627
34.9956944182268,0.258304338058522
34.9961799552364,0.254756913635466
34.9965017043127,0.250503104480311
34.9966384245054,0.24595471657029
34.9965862939949,0.241535426964787
34.9963585541838,0.237632807144825
34.9959838869427,0.234571926135345
34.9955027742994,0.232586346159624
34.994774439915,0.231822340445096
34.9940656647927,0.233203143741516
34.993474190442,0.236461883757089
34.993107607015,0.240930309692643
34.9930138694953,0.245789942877017
34.9931922044469,0.250204229275843
34.9935957126128,0.253459770329682
34.9941422893445,0.255081461643862
34.9947293959394,0.254895844987177
34.9952551407995,0.253054402839457
34.9956355851325,0.249984918633807
34.9958175436642,0.246289777289172
34.9957846238786,0.24262756710938
34.9955569968178,0.239601801833567
34.9951855053236,0.237669806214883
34.9947413965143,0.237079063001795
34.99430333202,0.23783903767513
34.9939438355446,0.23973343370996
34.9937175186693,0.242370550555883
34.9936530883681,0.245260910862117
34.9937503067184,0.247906199680546
34.993982044908,0.249883039247885
34.9943006639986,0.250908044298895
34.9946473254623,0.250875127324799
34.9949625029391,0.24986108057847
34.9951959052874,0.248100609705068
34.9953142185961,0.245936804986875
34.9953055164596,0.243756801058467
34.995179811409,0.241924349197667
34.9949659087457,0.240720824126098
34.994705340944,0.240303967447585
34.9944445966838,0.240690020449635
34.9942270548803,0.241760597151495
34.9940859824257,0.243291461159665
34.9940396849198,0.244996949217477
34.9940894707043,0.246581616162272
34.9942205784302,0.247790034262236
34.9944774778865,0.248526803625454
34.994747655323,0.248135878993509
34.994948127685,0.246817169398818
34.9950234023642,0.245058642201366
34.9949634650108,0.243447425138322
34.9947965107474,0.242470260823085
34.9945874502596,0.242351917289984
34.9944031789301,0.243066586986869
34.9943008808383,0.244264150683017
34.9942994696611,0.245511529975965
34.9943726203402,0.246396377891503
34.9944947794713,0.246864381050998
34.9946551026663,0.246785686815938
34.9947852137764,0.246096871388606
34.9948446445595,0.2448429952127
34.9948310842415,0.244361848233496
34.9947584000356,0.243616859252918
34.9946443715093,0.243301801336667
34.9945342976673,0.243442302804192
34.9944440899663,0.243924627749812
34.9943935910145,0.244623366541081
34.9943925711625,0.245368748517957
34.9944390374431,0.245987799173388
34.9945087358945,0.246301394736402
34.9945819452383,0.246364089054559
34.9946525307035,0.24622727402183
34.9947147208086,0.245895626082874
34.9947542723273,0.245438247338872
34.9947664005497,0.244936725896376
34.9947510488403,0.244473830876081
34.9947290783665,0.244277574385172
34.9947023940532,0.24413889876584
34.9946731064749,0.24405203911168
34.9946129482963,0.243992752776705
34.9945561897471,0.244110428631167
34.9945118914757,0.244376087611356
34.9944870526756,0.244730441723619
34.9944845778581,0.245111754881937
34.994536666638,0.245680623453104
34.9946027376215,0.245757113047405
34.9946646340338,0.245531150933975
34.9946985391727,0.245104182069424
34.9946955385476,0.24463867135122
34.9946561354266,0.244303263327071
34.99459839809,0.244242123309419
34.9945518220975,0.244397264943505
34.9945216672958,0.244681556444618
34.9945142931248,0.245008301036502
34.9945364755867,0.245242078855001
34.9945610070792,0.245341514104304
34.9945834508688,0.245360358359606
34.9946021365222,0.24532905283176
34.9946162897974,0.245262175822394
34.9946262810205,0.245175666324444
34.9946316167902,0.245082343117811
34.9946281477078,0.244928722073784
34.9946161792197,0.244846116011804
34.9946042437538,0.244832405282183
34.994594216811,0.244859589648585
34.9945886859242,0.244911406734995
34.9945881095414,0.244963950873787
34.9945943941589,0.244996749499086
34.9945986135126,0.244991113670371
34.9946003423621,0.244976817279062
34.9945997213799,0.244960067990572
34.9945987391384,0.244958821943353
34.9945984486487,0.244960196296772
34.9945983699247,0.244961108450775
34.9945983479858,0.244961586407095
34.994598341249,0.244961938399384
34.9945932787016,0.244968034575467
34.9945932787016,0.244968034575467
34.9945932775897,0.244968104621998
34.994593284309,0.244968235798777
34.9945932168943,0.244968518776268
34.9945929142492,0.244969116072621
34.994591638822,0.244970579856632
34.9945864257351,0.244975716056037
34.9945656392127,0.245003462939833
34.9945349144063,0.245056803649222
34.9944947967232,0.245143241763074
34.994394787412,0.245413696839597
34.99426454307,0.245871299051087
34.9941101879752,0.246553217588795
34.9939390009484,0.247485807877297
34.9937592348912,0.248681108881603
34.9935794081221,0.250136506932163
34.9933639307167,0.252344700780447
34.9931771465849,0.254880012198789
34.9930305139508,0.257652025122077
34.9929315413535,0.260554232499636
34.9928826134265,0.26349280895922
34.9928837537629,0.266352502079572
34.9929302370269,0.269026677873648
34.9930128067744,0.271431633319281
34.9931189385462,0.27351342933753
34.9932344867316,0.27524694120762
34.9934384115432,0.277750577386482
34.9935243605687,0.27921964106643
34.9934764213264,0.280467746489487
34.9932967226185,0.282044447347694
34.9930267931823,0.284373026526074
34.9927633055186,0.287268029891721
34.9925317214706,0.290836898347619
34.9923730613071,0.294836121790116
34.9923067874137,0.29893305632624
34.9923289949283,0.302789274986986
34.9924136227654,0.306148527626435
34.9925191696883,0.308887385806771
34.9926029161528,0.311052151953707
34.9926297471079,0.31284003279602
34.9925836293227,0.314523749063861
34.9924672770222,0.316382268009166
34.992301533966,0.318608224283735
34.9921162870124,0.321296973207724
34.9919428752396,0.324408486294995
34.9918059513437,0.327814775921226
34.9917200854415,0.331341478867038
34.9916864144584,0.334804169844864
34.9916948213539,0.338040795544735
34.9917254974097,0.34095484347226
34.9917551294626,0.343527405017741
34.9917619392433,0.345832263138095
34.9917313816384,0.347996673953116
34.9916599836897,0.350174981310676
34.9915531554912,0.352499282329663
34.9914244831314,0.355061969135251
34.991291472667,0.357892779392258
34.9911719872574,0.360955877218447
34.9910538717544,0.365312678846489
34.9909959003042,0.36963617443914
34.9909833552362,0.373666026253495
34.9909818659501,0.377290954495493
34.9909545436111,0.380589163583633
34.9908791891072,0.38377818146657
34.9907569765839,0.387105055441801
34.9906110850595,0.390716372599028
34.9904684452787,0.394633350365508
34.9903535598455,0.398767687012668
34.9902791080579,0.402934149849
34.9902396875154,0.406938628903009
34.9902145715319,0.410670882175098
34.9901779699051,0.414149405907086
34.9901104830952,0.417534882678849
34.9900296861879,0.420432672824243
34.989971501151,0.422191811981875
34.9899110851537,0.424001145037349
34.9898506519913,0.4258581430932
34.9897352587051,0.42966045668049
34.9896423463777,0.433169806344857
34.989563918227,0.43671274145837
34.9895002573134,0.440226645711901
34.9894476742195,0.443619199844202
34.9894083075596,0.446071873548613
34.9893650658985,0.448490407822153
34.9893181001365,0.450891429340356
34.98926705934,0.453288367417302
34.989153796719,0.458118810164361
34.9890361583527,0.463014345796104
34.9889191841252,0.467954549019233
34.9888057149585,0.472918078748212
34.9886966593238,0.477887006120037
34.9884850044845,0.487754015054725
34.9883044351346,0.496024990602057
34.988121877892,0.504299552541339
34.9877556953164,0.520864389798222
34.9873901346211,0.537433735211312
